"year","scouting_data","county","nearby_town","growth_stage","pest_pathogen","pest_pathogen_sp","severity","field_number"
2014,"27-Jul","Bradford","","R2","Pathogen","Septoria brown spot",3,1
2014,"25-Jul","York","","R3","Insect","Japanese beetle",1,1
2014,"25-Jul","York","","R3","Insect","Mexican bean beetle",1,1
2014,"25-Jul","York","","R3","Pathogen","Downy mildew",1,1
2014,"05-Aug","Schuylkill","","R3","Insect","Japanese beetle",1,1
2014,"05-Aug","Schuylkill","","R3","Pathogen","Septoria brown spot",1,1
2014,"04-Aug","Armstrong","","R3","Insect","Japanese beetle",1,1
2014,"04-Aug","Armstrong","","R3","Insect","Soybean aphid",1,1
2014,"04-Aug","Armstrong","","R3","Insect","Grasshopper",1,1
2014,"04-Aug","Armstrong","","R3","Pathogen","Septoria brown spot",1,1
2014,"04-Aug","Columbia","","R4","Insect","Japanese beetle",1,1
2014,"04-Aug","Northumberland","","R4","Insect","Japanese beetle",4,1
2014,"04-Aug","Northumberland","","R4","Insect","Bean leaf beetle",1,1
2014,"04-Aug","Northumberland","","R4","Insect","Grasshopper",1,1
2014,"04-Aug","Union","","R4","Insect","Japanese beetle",2,1
2014,"04-Aug","Union","","R4","Insect","Bean leaf beetle",1,1
2014,"04-Aug","Union","","R4","Insect","Grasshopper",7,1
2014,"04-Aug","Mercer","","R3","Insect","Japanese beetle",1,1
2014,"04-Aug","Mercer","","R3","Insect","Potato leafhopper",1,1
2014,"04-Aug","Mercer","","R3","Insect","Soybean aphid",1,1
2014,"04-Aug","Mercer","","R3","Insect","Silver spotted skipper",1,1
2014,"04-Aug","Mercer","","R3","Insect","Septoria brown spot",1,1
2014,"03-Aug","Bradford","","R3","Insect","Grasshopper",2,1
2014,"03-Aug","Bradford","","R3","Insect","Japanese beetle",3,1
2014,"03-Aug","Bradford","","R3","Insect","Bean leaf beetle",1,1
2014,"03-Aug","Bradford","","R3","Insect","Soybean aphid",2,1
2014,"03-Aug","Bradford","","R3","Pathogen","Septoria brown spot",3,1
2014,"01-Aug","Potter","","R1","Insect","Bean leaf beetle",1,1
2014,"01-Aug","Potter","","R1","Insect","Green cloverworm",1,1
2014,"01-Aug","Potter","","R1","Insect","Japanese beetle",1,1
2014,"01-Aug","Potter","","R1","Pathogen","Frogeye leaf spot",2,1
2014,"01-Aug","Potter","","R1","Pathogen","Septoria brown spot",1,1
2014,"01-Aug","York","","R3","Insect","Japanese beetle",1,1
2014,"01-Aug","York","","R3","Insect","Mexican bean beetle",1,1
2014,"01-Aug","York","","R3","Pathogen","Downy mildew",1,1
2014,"31-Jul","McKean","","R3","Insect","Bean leaf beetle",1,1
2014,"31-Jul","McKean","","R3","Insect","Japanese beetle",1,1
2014,"31-Jul","McKean","","R3","Insect","Grasshopper",1,1
2014,"31-Jul","McKean","","R3","Pathogen","Septoria brown spot",2,1
2014,"31-Jul","Elk","","R2","Insect","Bean leaf beetle",1,1
2014,"31-Jul","Elk","","R2","Insect","Green cloverworm",3,1
2014,"31-Jul","Elk","","R2","Insect","Japanese beetle",1,1
2014,"31-Jul","Elk","","R2","Insect","Grasshopper",2,1
2014,"31-Jul","Elk","","R2","Pathogen","Frogeye leaf spot",2,1
2014,"31-Jul","Elk","","R2","Pathogen","Septoria brown spot",1,1
2014,"07-Jul","Armstrong","","V6-V7","Insect","Bean leaf beetle",1,1
2014,"07-Jul","Armstrong","","V6-V7","Insect","Green cloverworm",1,1
2014,"07-Jul","Armstrong","","V6-V7","Insect","Japanese beetle",1,1
2014,"07-Jul","Armstrong","","V6-V7","Insect","Grasshopper",1,1
2014,"07-Jul","Armstrong","","V6-V7","Pathogen","Septoria brown spot",1,1
2014,"07-Jul","Lancaster","","R1","Insect","Bean leaf beetle",1,1
2014,"07-Jul","Lancaster","","R1","Insect","Grasshopper",2,1
2014,"07-Jul","Lancaster","","R1","Insect","Brown marmorated stink bug",1,1
2014,"07-Jul","Lancaster","","R1","Insect","Japanese beetle",1,1
2014,"07-Jul","Columbia","","V4","Slug","Slug",2,1
2014,"07-Jul","Northumberland","","R1","Pathogen","Frogeye leaf spot",3,1
2014,"07-Jul","Union","","V5","Slug","Slug",2,1
2014,"07-Jul","Union","","V5","Insect","Japanese beetle",3,1
2014,"07-Jul","Union","","V5","Insect","Grasshopper",3,1
2014,"06-Jul","Bradford","","V4","Pathogen","Septoria brown spot",3,1
2014,"01-Jul","Schuylkill","","V3-V4","Insect","Bean leaf beetle",1,1
2014,"01-Jul","Crawford","","V3","Slug","Slug",1,1
2014,"30-Jun","Columbia","","V2","Slug","Slug",2,1
2014,"30-Jun","Columbia","","V2","Insect","Japanese beetle",1,1
2014,"30-Jun","Northumberland","","V3","Slug","Slug",2,1
2014,"30-Jun","Union","","V3","Slug","Slug",2,1
2014,"30-Jun","Union","","V3","Insect","Grasshopper",1,1
2014,"30-Jun","McKean","","V2","Insect","Bean leaf beetle",1,1
2014,"30-Jun","McKean","","V2","Pathogen","Septoria brown spot",2,1
2014,"30-Jun","Elk","","V2","Insect","Bean leaf beetle",1,1
2014,"30-Jun","Armstrong","","V4","Insect","Bean leaf beetle",1,1
2014,"30-Jun","Armstrong","","V4","Pathogen","Septoria brown spot",1,1
2014,"30-Jun","Huntingdon","","V4","Insect","Bean leaf beetle",3,1
2014,"30-Jun","Huntingdon","","V4","Slug","Slug",1,1
2014,"30-Jun","Huntingdon","","V4","Insect","Potato leafhopper",1,1
2014,"30-Jun","Huntingdon","","V4","Insect","Grasshopper",2,1
2014,"30-Jun","Blair","","V5","Insect","Bean leaf beetle",1,1
2014,"30-Jun","Blair","","V5","Insect","Japanese beetle",1,1
2014,"25-Jun","Huntingdon","","V3","Insect","Bean leaf beetle",4,1
2014,"25-Jun","Huntingdon","","V3","Slug","Slug",1,1
2014,"25-Jun","Huntingdon","","V3","Insect","Potato leafhopper",1,1
2014,"25-Jun","Huntingdon","","V3","Insect","Grasshopper",2,1
2014,"24-Jun","Blair","","V3","Insect","Bean leaf beetle",1,1
2014,"10-Jun","Armstrong","","V1","Insect","Bean leaf beetle",1,1
2014,"10-Jun","Armstrong","","V1","Slug","Slug",1,1
2014,"09-Jun","Lancaster","","V2-V3","Insect","Bean leaf beetle",2,1
2014,"09-Jun","Lancaster","","V2-V3","Insect","Green cloverworm",1,1
2014,"02-Jun","Armstrong","","VC","Slug","Slug",1,1
2015,"14-Jul","Montgomery","","R2","Insect","Grasshopper",1,1
2015,"14-Jul","Montgomery","","R2","Insect","Japanese beetle",1,1
2015,"14-Jul","Montgomery","","R2","Slug","Slug",1,1
2015,"14-Jul","Montgomery","","R2","Pathogen","Septoria brown spot",2,1
2015,"14-Jul","Montgomery","","R2","Pathogen","Soybean vein necrosis virus",2,1
2015,"14-Jul","Crawford","","V5-R2","Slug","Slug",1,1
2015,"14-Jul","Crawford","","V5-R2","Pathogen","Bacterial pustules",1,1
2015,"14-Jul","Crawford","","V5-R2","Mammal","Groundhog",1,1
2015,"13-Jul","Lancaster","Mt. Joy","R2","Insect","Grasshopper",2,1
2015,"13-Jul","Lancaster","Mt. Joy","R2","Insect","Japanese beetle",2,1
2015,"13-Jul","Lancaster","Mt. Joy","R2","Slug","Slug",1,1
2015,"13-Jul","Lancaster","Quarryville","R1","Insect","Grasshopper",2,1
2015,"13-Jul","Lancaster","Quarryville","R1","Slug","Slug",1,1
2015,"13-Jul","Lancaster","Quarryville","R1","Pathogen","Septoria brown spot",2,1
2015,"13-Jul","Lebanon","Annville","R2","Insect","Grasshopper",5,1
2015,"13-Jul","Mercer","","V5-R2","Slug","Slug",1,1
2015,"13-Jul","Mercer","","V5-R2","Pathogen","Septoria brown spot",1,1
2015,"13-Jul","Mercer","","V5-R2","Mammal","Deer",1,1
2015,"13-Jul","Mercer","","V5-R2","Mammal","Groundhog",1,1
2015,"13-Jul","Columbia","","R1","Pathogen","Cercospora",1,1
2015,"13-Jul","Northumberland","","R1","Insect","Japanese beetle",1,1
2015,"13-Jul","Northumberland","","R1","Insect","Grasshopper",3,1
2015,"13-Jul","Union","","R1","Insect","Grasshopper",5,1
2015,"13-Jul","Union","","R1","Insect","Japanese beetle",4,1
2015,"11-Jul","McKean","","R1","Insect","Bean leaf beetle",1.5,1
2015,"11-Jul","McKean","","R1","Insect","Soybean aphid",0.5,NA
2015,"11-Jul","McKean","","R1","Slug","Slug",1,1
2015,"11-Jul","McKean","","R1","Pathogen","Septoria brown spot",1,1
2015,"11-Jul","McKean","","R1","Mammal","Deer",1,1
2015,"11-Jul","Elk","","V4","Insect","Bean leaf beetle",1.5,1
2015,"11-Jul","Elk","","V4","Insect","Japanese beetle",1,1
2015,"11-Jul","Elk","","V4","Slug","Slug",1,1
2015,"11-Jul","Potter","","V5","Insect","Bean leaf beetle",1,1
2015,"11-Jul","Potter","","V5","Insect","Japanese beetle",1,NA
2015,"10-Jul","York","","R2","Insect","Japanese beetle",1,1
2015,"10-Jul","York","","R2","Insect","Grasshopper",1,1
2015,"10-Jul","York","","R2","Insect","Mexican bean beetle",1,1
2015,"10-Jul","York","","R2","Insect","Potato leafhopper",1,1
2015,"09-Jul","Schuylkill","","R1","Insect","Green cloverworm",1,1
2015,"09-Jul","Schuylkill","","R1","Insect","Japanese beetle",1,1
2015,"15-Jun","Lancaster","Mt. Joy","V5","Insect","Bean leaf beetle",2,1
2015,"15-Jun","Lancaster","Mt. Joy","V5","Slug","Slug",1.5,1
2015,"15-Jun","Lancaster","Quarryville","V3","Insect","Bean leaf beetle",1.5,2
2015,"15-Jun","Lebanon","Annville","V3","Insect","Bean leaf beetle",3,1
2015,"15-Jun","Lebanon","Presscott","V3","Insect","Bean leaf beetle",1,1
2015,"15-Jun","York","","V3","Pathogen","Septoria brown spot",1,1
2015,"15-Jun","Montgomery","","V4","Pathogen","Septoria brown spot",1,1
2015,"15-Jun","Schuylkill","","V2","Insect","Bean leaf beetle",1,1
2015,"15-Jun","Schuylkill","","V2","Slug","Slug",1,1
2015,"15-Jun","Northumberland","","V2","Insect","Bean leaf beetle",1,1
2015,"15-Jun","Northumberland","","V2","Pathogen","Septoria brown spot",1,1
2015,"15-Jun","Union","","VC","Insect","Bean leaf beetle",2,1
2015,"15-Jun","Union","","VC","Slug","Slug",1,1
2015,"15-Jun","Union","","VC","Pathogen","Septoria brown spot",1,1
2015,"14-Jun","McKean","","V2","Insect","Bean leaf beetle",1,1
2015,"01-Jun","Lancaster","Quarryville","V1-V2","Insect","Bean leaf beetle",0.5,1
2015,"01-Jun","Lancaster","Mount Joy","V2-V3","Insect","Bean leaf beetle",1,2
2015,"01-Jul","Union","","VC","Insect","Bean leaf beetle",1,1
2015,"20-Jul","Franklin","Greencastle","R3","Insect","Japanese beetle",4,1
2015,"20-Jul","Franklin","Greencastle","R3","Insect","Potato leafhopper",1,1
2015,"20-Jul","Franklin","Greencastle","R3","Insect","Grasshopper",2,1
2015,"20-Jul","Franklin","Greencastle","R3","Insect","Green cloverworm",1,1
2015,"20-Jul","Franklin","Greencastle","R3","Insect","Soybean aphid",1,1
2015,"20-Jul","Franklin","Greencastle","R3","Insect","Bean leaf beetle",1,1
2015,"20-Jul","Franklin","Greencastle","R3","Pathogen","Septoria brown spot",2,1
2015,"20-Jul","Franklin","Greencastle","R3","Pathogen","Frogeye leaf spot",2,1
2015,"20-Jul","Montgomery","","R3","Insect","Japanese beetle",2,1
2015,"20-Jul","Montgomery","","R3","Insect","Septoria brown spot",2,1
2015,"20-Jul","Lancaster","Mt. Joy","R3","Insect","Grasshopper",3,1
2015,"20-Jul","Lancaster","Mt. Joy","R3","Insect","Japanese beetle",2,1
2015,"20-Jul","Lancaster","Mt. Joy","R3","Insect","Green cloverworm",1,1
2015,"20-Jul","Lancaster","Quarryville","R3","Insect","Grasshopper",2,1
2015,"20-Jul","Lancaster","Quarryville","R3","Insect","Japanese beetle",2,1
2015,"20-Jul","Lancaster","Quarryville","R3","Pathogen","Septoria brown spot",1,1
2015,"20-Jul","Columbia","","R1","Insect","Grasshopper",1,1
2015,"20-Jul","Columbia","","R1","Insect","Japanese beetle",1,1
2015,"20-Jul","Northumberland","","R2","Insect","Grasshopper",2,1
2015,"20-Jul","Northumberland","","R2","Insect","Japanese beetle",3,1
2015,"20-Jul","Union","","R2","Insect","Grasshopper",4,1
2015,"20-Jul","Union","","R2","Insect","Japanese beetle",3,1
2015,"20-Jul","Crawford","","R1","Slug","Slug",1,1
2015,"20-Jul","Crawford","","R1","Insect","Japanese beetle",1,1
2015,"20-Jul","Crawford","","R1","Pathogen","Septoria brown spot",1,1
2015,"20-Jul","Mercer","","R2","Slug","Slug",1,1
2015,"20-Jul","Mercer","","R2","Insect","Japanese beetle",1,1
2015,"20-Jul","Mercer","","R2","Insect","Septoria brown spot",1,1
2015,"19-Jul","McKean","","R1","Insect","Bean leaf beetle",1.5,1
2015,"19-Jul","McKean","","R1","Insect","Soybean aphid",0.5,1
2015,"19-Jul","McKean","","R1","Slug","Slug",1,1
2015,"19-Jul","McKean","","R1","Pathogen","Septoria brown spot",1,1
2015,"19-Jul","McKean","","R1","Mammal","Deer",1,1
2015,"19-Jul","Elk","","R1","Insect","Bean leaf beetle",1.5,1
2015,"19-Jul","Elk","","R1","Insect","Japanese beetle",1,1
2015,"19-Jul","Elk","","R1","Slug","Slug",1,1
2015,"19-Jul","Elk","","R1","Insect","Green stink bug",1,1
2015,"19-Jul","Potter","","V5","Insect","Bean leaf beetle",1,1
2015,"19-Jul","Potter","","V5","Insect","Japanese beetle",1,1
2015,"19-Jul","Potter","","V5","Pathogen","Septoria brown spot",1,1
2015,"19-Jul","Potter","","V5","Pathogen","Frogeye leaf spot",1,1
2015,"17-Jul","York","","R2","Insect","Japanese beetle",1,1
2015,"17-Jul","York","","R2","Insect","Grasshopper",1,1
2015,"17-Jul","York","","R2","Insect","Mexican bean beetle",1,1
2015,"17-Jul","York","","R2","Insect","Bean leaf beetle",1,1
2015,"17-Jul","York","","R2","Pathogen","Downy mildew",1,1
2015,"17-Jul","York","","R2","Pathogen","Frogeye leaf spot",1,1
2015,"15-Jul","Blair","","R1","Insect","Grasshopper",3,1
2015,"22-Jul","Schuylkill","Ringtown","V4","Slug","Slug",1,1
2015,"22-Jul","SChuylkill","Ringtown","V4","Insect","Grasshopper",0.5,1
2015,"22-Jun","Northumberland","","V3","Insect","Bean leaf beetle",1,1
2015,"22-Jun","Northumberland","","V3","Pathogen","Septoria brown spot",1,1
2015,"22-Jun","Union","","V2","Insect","Bean leaf beetle",2,1
2015,"22-Jun","Union","","V2","Slug","Slug",2,1
2015,"22-Jun","Union","","V2","Insect","Silver spotted skipper",1,1
2015,"22-Jun","Union","","V2","Insect","Grasshopper",1,1
2015,"22-Jun","Bradford","Wyalusing","V2","slug","Slug",1,1
2015,"22-Jun","Bradford","Wyalusing","V2","Mammal","Deer",1,1
2015,"22-Jun","Montgomery","","V5-V6","Insect","Grasshopper",1,1
2015,"22-Jun","Montgomery","","V5-V6","Slug","Slug",1,1
2015,"22-Jun","Montgomery","","V5-V6","Pathogen","Septoria brown spot",1,1
2015,"22-Jun","Lancaster","","V5","Insect","Bean leaf beetle",1,1
2015,"22-Jun","Lancaster","","V5","Slug","Slug",1,1
2015,"22-Jun","Lancaster","Quarryville","V4","Insect","Grasshopper",1,2
2015,"22-Jun","Lancaster","Quarryville","V4","Insect","Bean leaf beetle",1,2
2015,"22-Jun","Lebanon","Annville","V3","Insect","Bean leaf beetle",3,1
2015,"22-Jun","Lebanon","Prescott","V3","Insect","Bean leaf beetle",0.5,2
2015,"21-Jun","McKean","","V2","Insect","Bean leaf beetle",1,1
2015,"19-Jun","Tioga","","V4-V5","Slug","Slug",1,2
2015,"19-Jun","Franklin","","R1","Insect","Potato leafhopper",1,1
2015,"19-Jun","Franklin","","R1","Insect","Green cloverworm",3,1
2015,"19-Jun","Franklin","","R1","Insect","Japanese beetle",1,1
2015,"19-Jun","Franklin","","R1","Insect","Grasshopper",1,1
2015,"19-Jun","Potter","","V2","Insect","Bean leaf beetle",1,1
2015,"27-Jul","Columbia","","R2","Insect","Grasshopper",3,1
2015,"27-Jul","Columbia","","R2","Insect","Japanese beetle",1,1
2015,"27-Jul","Columbia","","R2","Pathogen","Septoria brown spot",4,1
2015,"27-Jul","Northumberland","","R4","Insect","Grasshopper",2,1
2015,"27-Jul","Northumberland","","R4","Insect","Japanese beetle",3,1
2015,"27-Jul","Union","","R4","Insect","Grasshopper",4,1
2015,"27-Jul","Union","","R4","Insect","Japanese beetle",4,1
2015,"27-Jul","Union","","R4","Insect","Bean leaf beetle",1,1
2015,"27-Jul","Lancaster","Mt. Joy","R3","Insect","Grasshopper",1.5,1
2015,"27-Jul","Lancaster","Mt. Joy","R3","Insect","Japanese beetle",1,1
2015,"27-Jul","Lancaster","Mt. Joy","R3","Insect","Grasshopper",2,1
2015,"27-Jul","Lancaster","Quarryville","R3","Insect","Japanese beetle",2,1
2015,"27-Jul","Lancaster","Quarryville","R3","Insect","Mexican bean beetle",1.5,1
2015,"27-Jul","Lancaster","Quarryville","R3","Insect","Green cloverworm",1.5,1
2015,"27-Jul","Mercer","Quarryville","R3-R4","Insect","Japanese beetle",1,1
2015,"27-Jul","Mercer","Quarryville","R3-R4","Slug","Slug",1,1
2015,"27-Jul","Mercer","Quarryville","R3-R4","Pathogen","Septoria brown spot",1,1
2015,"27-Jul","Mercer","Quarryville","R3-R4","Mammal","Deer",1,1
2015,"24-Jul","York","","R3","Insect","Japanese beetle",2,1
2015,"24-Jul","York","","R3","Insect","Mexican bean beetle",2,1
2015,"24-Jul","York","","R3","Insect","Bean leaf beetle",2,1
2015,"24-Jul","York","","R3","Insect","Brown marmorated stink bug",2,1
2015,"24-Jul","York","","R3","Pathogen","Downy mildew",1,1
2015,"24-Jul","McKean","","R2","Insect","Bean leaf beetle",1,1
2015,"24-Jul","McKean","","R2","Insect","Soybean aphid",0.5,1
2015,"24-Jul","McKean","","R2","Slug","Slug",0.5,1
2015,"24-Jul","McKean","","R2","Pathogen","Septoria brown spot",1.5,1
2015,"24-Jul","McKean","","R2","Pathogen","Deer",1,1
2015,"24-Jul","Elk","","R2","Insect","Bean leaf beetle",1,1
2015,"24-Jul","Elk","","R2","Insect","Japanese beetle",1,1
2015,"24-Jul","Elk","","R2","Slug","Slug",0.5,1
2015,"24-Jul","Blair","Williamsburg","R1","Insect","Grasshopper",3,1
2015,"30-Jun","Lancaster","Mt. Joy","R1","Insect","Bean leaf beetle",1,1
2015,"30-Jun","Lancaster","Mt. Joy","R1","Insect","Grasshopper",1,1
2015,"30-Jun","Lancaster","Mt. Joy","R1","Slug","Slug",1,1
2015,"30-Jun","Lancaster","Quarryville","V5","Insect","Grasshopper",1,2
2015,"30-Jun","Lancaster","Quarryville","V5","Slug","Slug",2,1
2015,"29-Jun","Crawford","","V3-V4","Insect","Japanese beetle",1,1
2015,"29-Jun","Crawford","","V3-V4","Slug","Slug",1,1
2015,"29-Jun","Crawford","","V3-V4","Mammal","Deer ",1,1
2015,"29-Jun","Crawford","","V3-V4","Mammal","Groundhog",1,1
2015,"29-Jun","Potter","","V4","Slug","Slug",1,1
2015,"29-Jun","Potter","","V4","Insect","Grasshopper",1,1
2015,"29-Jun","Potter","","V4","Pathogen","Bacterial pustules",1,1
2015,"29-Jun","Potter","","V4","Pathogen","Cercospora leaf blight",1,1
2015,"29-Jun","Potter","","V4","Pathogen","Septoria brown spot",1,1
2015,"29-Jun","Columbia","","V1","Insect","Bean leaf beetle",1,1
2015,"29-Jun","Columbia","","V1","Pathogen","Cercospora leaf blight",1,1
2015,"29-Jun","Columbia","","V1","Pathogen","Septoria brown spot",1,1
2015,"29-Jun","Northumberland","","V4","Insect","Bean leaf beetle",2,1
2015,"29-Jun","Northumberland","","V4","Insect","Grasshopper",1,1
2015,"29-Jun","Northumberland","","V4","Pathogen","Septoria brown spot",2,1
2015,"29-Jun","Northumberland","","V4","Pathogen","Cercospora leaf blight",3,1
2015,"29-Jun","Union","","V3","Insect","Bean leaf beetle",3,1
2015,"29-Jun","Union","","V3","Slug","Slug",2,1
2015,"29-Jun","Union","","V3","Insect","Silver spotted skipper",1,1
2015,"29-Jun","Union","","V3","Insect","Grasshopper",2,1
2015,"29-Jun","Union","","V3","Insect","Green cloverworm",1,1
2015,"29-Jun","Union","","V3","Insect","Japanese beetle",1,1
2015,"29-Jun","Mercer","","V4-V5","Slug","Slug",1,1
2015,"29-Jun","Mercer","","V4-V5","pathogen","Septoria brown spot",1,1
2015,"29-Jun","Mercer","","V4-V5","Mammal","Deer",1,1
2015,"29-Jun","Mercer","","V4-V5","Mammal","Groundhog",1,1
2015,"29-Jun","Lebanon","Annille","V3","Insect","Bean leaf beetle",4,1
2015,"29-Jun","Lebanon","Prescott","V3","Insect","Bean leaf beetle",0.5,1
2015,"29-Jun","Tioga","","V4-V5","Slug","Slug",3,1
2015,"29-Jun","Tioga","","V4-V5","Insect","Japanese beetle",3,1
2015,"28-Jun","McKean","","V5","Insect","Bean leaf beetle",1.5,1
2015,"28-Jun","McKean","","V5","Mammal","Deer",1,1
2015,"28-Jun","Elk","","V2","Insect","Bean leaf beetle",1.5,1
2015,"26-Jun","Franklin","","R1-R2","Insect","Bean leaf beetle",1,1
2015,"26-Jun","Franklin","","R1-R2","Insect","Potato leafhopper",1,1
2015,"26-Jun","Franklin","","R1-R2","Insect","Green cloverworm",3,1
2015,"26-Jun","Franklin","","R1-R2","Insect","Japanese beetle",1,1
2015,"26-Jun","Franklin","","R1-R2","Insect","Soybean aphid",1,1
2015,"26-Jun","Franklin","","R1-R2","Insect","Brown marmorated stink bug",1,1
2015,"26-Jun","Franklin","","R1-R2","Insect","Grasshopper",1,1
2015,"26-Jun","Franklin","","R1-R2","Pathogen","Frogeye leaf spot",1,1
2015,"26-Jun","York","","R1","Insect","Brown marmorated stink bug",1,1
2015,"26-Jun","York","","R1","Insect","Green cloverworm",1,1
2015,"30-Jun","Lancaster","Mt. Joy","R1","Insect","Bean leaf beetle",1,1
2015,"30-Jun","Lancaster","Mt. Joy","R1","Insect","Grasshopper",1,1
2015,"30-Jun","Lancaster","Mt. Joy","R1","Slug","Slug",1,1
2015,"30-Jun","Lancaster","Quarryville","R5","Insect","Grasshopper",2,2
2015,"30-Jun","Lancaster","Quarryville","R5","Slug","Slug",2,2
2015,"29-Jun","Bradford","","V2","Slug","Slug",1,1
2015,"29-Jun","Crawford","","V3-V4","Insect","Japanese beetle",1,1
2015,"29-Jun","Crawford","","V3-V4","Slug","Slug",1,1
2015,"29-Jun","Crawford","","V3-V4","Pathogen","Septoria brown spot",1,1
2015,"29-Jun","Crawford","","V3-V4","Mammal","Deer",1,1
2015,"29-Jun","Crawford","","V3-V4","Mammal","Groundhog",1,1
2015,"29-Jun","Potter","","V4","Slug","Slug",1,1
2015,"29-Jun","Potter","","V4","Insect","Grasshopper",1,1
2015,"29-Jun","Potter","","V4","Pathogen","Bacterial leaf wilt",1,1
2015,"29-Jun","Columbia","","V4","Insect","Bean leaf beetle",1,1
2015,"29-Jun","Columbia","","V4","Pathogen","Cercospora leaf blight",1,1
2015,"29-Jun","Columbia","","V4","Pathogen","Septoria brown spot",1,1
2015,"29-Jun","Northumberland","","V4","Insect","Bean leaf beetle",2,1
2015,"29-Jun","Northumberland","","V4","Insect","Grasshopper",1,1
2015,"29-Jun","Northumberland","","V4","Pathogen","Septoria brown spot",2,1
2015,"29-Jun","Northumberland","","V4","Pathogen","Cercospora leaf blight",3,1
2015,"29-Jun","Union","","V3","Insect","Bean leaf beetle",2,1
2015,"29-Jun","Union","","V3","Slug","Slug",2,1
2015,"29-Jun","Union","","V3","Insect","Silver spotted skipper",1,1
2015,"29-Jun","Union","","V3","Insect","Grasshopper",2,1
2015,"29-Jun","Union","","V3","Insect","Green cloverworm",1,1
2015,"29-Jun","Union","","V3","Insect","Japanese beetle",1,1
2015,"29-Jun","Mercer","","V4-V5","Slug","Slug",1,1
2015,"29-Jun","Mercer","","V4-V5","Pathogen","Septoria brown spot",1,1
2015,"29-Jun","Mercer","","V4-V5","Mammal","Deer",1,1
2015,"29-Jun","Mercer","","V4-V5","Mammal","Groundhog",1,1
2015,"29-Jun","Lebanon","Annville","V3","Insect","Bean leaf beetle",4,1
2015,"29-Jun","Lebanon","Prescott","V3","Insect","Bean leaf beetle",0.5,1
2015,"29-Jun","Tioga","","V4-V5","Slug","Slug",3,1
2015,"29-Jun","Tioga","","V4-V5","Insect","Japanese beetle",3,1
2015,"28-Jun","McKean","","V5","Insect","Bean leaf beetle",1.5,1
2015,"26-Jun","Franklin","","V2","Insect","Bean leaf beetle",1,1
2015,"26-Jun","Franklin","","V2","Insect","Potato leafhopper",1,1
2015,"26-Jun","Franklin","","V2","Insect","Green cloverworm",3,1
2015,"26-Jun","Franklin","","V2","Insect","Japanese beetle",1,1
2015,"26-Jun","Franklin","","V2","Insect","Soybean aphid",1,1
2015,"26-Jun","Franklin","","V2","Insect","Brown marmorated stink bug",1,1
2015,"26-Jun","Franklin","","V2","Insect","Grasshopper",1,1
2015,"26-Jun","Franklin","","V2","Pathogen","Frogeye leaf spot",1,1
2015,"26-Jun","York","","R1","Insect","Brown marmorated stink bug",1,1
2015,"26-Jun","York","","R1","Insect","Green cloverworm",1,1
2015,"30-Jun","Lancaster","Mt. Joy","R1","Insect","Bean leaf beetle",1,1
2015,"30-Jun","Lancaster","Mt. Joy","R1","Insect","Grasshopper",1,1
2015,"30-Jun","Lancaster","Mt. Joy","R1","Slug","Slug",1,1
2015,"30-Jun","Lancaster","Quarryville","V5","Insect","Grasshopper",1,2
2015,"30-Jun","Lancaster","Quarryville","V5","Slug","Slug",2,2
2015,"29-Jun","Crawford","","V3-V4","Insect","Japanese beetle",1,1
2015,"29-Jun","Crawford","","V3-V4","Slug","Slug",1,1
2015,"29-Jun","Crawford","","V3-V4","Pathogen","Septoria brown spot",1,1
2015,"29-Jun","Crawford","","V3-V4","Mammal","Deer",1,1
2015,"29-Jun","Crawford","","V3-V4","Mammal","Groundhog",1,1
2015,"29-Jun","Potter","","V4","Slug","Slug",1,1
2015,"29-Jun","Potter","","V4","Insect","Grasshopper",1,1
2015,"29-Jun","Potter","","V4","Pathogen","Bacterial leaf wilt",1,1
2015,"29-Jun","Columbia","","V1","Insect","Bean leaf beetle",1,1
2015,"29-Jun","Columbia","","V1","Pathogen","Cercospora leaf blight",1,1
2015,"29-Jun","Columbia","","V1","Pathogen","Septoria brown spot",1,1
2015,"29-Jun","Northumberland","","V4","Insect","Bean leaf beetle",2,1
2015,"29-Jun","Northumberland","","V4","Insect","Grasshopper",1,1
2015,"29-Jun","Northumberland","","V4","Pathogen","Septoria brown spot",2,1
2015,"29-Jun","Northumberland","","V4","Pathogen","Cercospora leaf blight",3,1
2015,"29-Jun","Union","","V3","Insect","Bean leaf beetle",3,1
2015,"29-Jun","Union","","V3","Slug","Slug",2,1
2015,"29-Jun","Union","","V3","Insect","Silver spotted skipper",1,1
2015,"29-Jun","Union","","V3","Insect","Grasshopper",2,1
2015,"29-Jun","Union","","V3","Insect","Green cloverworm",1,1
2015,"29-Jun","Union","","V3","Insect","Japanese beetle",1,1
2015,"29-Jun","Lebanon","Annville","V3","Insect","Bean leaf beetle",4,1
2015,"29-Jun","Lebanon","Annville","V3","Insect","Bean leaf beetle",0.5,1
2015,"29-Jun","Tioga","","V4-V5","Slug","Slug",3,1
2015,"29-Jun","Tioga","","V4-V5","Insect","Japanese beetle",3,1
2015,"28-Jun","McKean","","V5","Insect","Bean leaf beetle",1.5,1
2015,"28-Jun","McKean","","V5","Mammal","Deer",1,1
2015,"28-Jun","Elk","","V2","Insect","Bean leaf beetle",1.5,1
2015,"26-Jun","Franklin","","R1-R2","Insect","Bean leaf beetle",1,1
